crop_name,season,region,year,area_hectares,rainfall_mm,temperature_celsius,fertilizer_amount_kg,actual_yield_kg
wheat,meher,Oromia,2020,19.46,807.2,20.3,150.2,44787.8
sesame,belg,Afar,2017,11.19,434.2,15.2,31.8,6013.8
barley,meher,Amhara,2015,13.07,1136.5,11.3,168.6,28855.6
sorghum,meher,Amhara,2017,10.26,784.4,28.9,134.1,23729.0
teff,belg,Tigray,2015,13.56,1345.7,23.8,8.0,21439.4
chickpea,meher,SNNPR,2016,11.84,852.2,32.5,32.8,11663.2
sorghum,meher,Sidama,2015,18.35,1416.4,17.0,111.3,41712.3
sorghum,belg,SNNPR,2018,6.88,690.5,13.0,57.1,13428.8
teff,belg,Sidama,2023,15.52,606.9,12.8,77.5,29309.0
sorghum,meher,Sidama,2019,16.74,1311.3,32.2,163.6,48447.3
coffee,belg,Oromia,2018,11.55,1626.6,16.3,102.2,15777.1
wheat,belg,Amhara,2022,18.96,882.9,18.2,196.8,58813.7
wheat,belg,Tigray,2023,12.14,1492.5,26.7,187.6,39175.4
teff,meher,Sidama,2015,17.21,1720.2,33.3,60.7,32709.1
sesame,meher,Oromia,2015,7.68,1268.7,34.3,148.4,7792.4
teff,belg,Oromia,2016,6.39,694.1,33.3,177.5,11902.0
sorghum,meher,Afar,2015,17.67,1698.1,14.4,22.5,39746.4
barley,belg,Oromia,2024,9.85,1397.2,13.8,13.0,16296.9
sesame,meher,Oromia,2022,8.93,998.6,14.4,2.7,7098.5
barley,belg,Afar,2022,4.45,700.9,26.8,192.6,8600.3
sorghum,meher,Afar,2022,16.3,1793.8,11.1,112.6,44899.6
chickpea,meher,Afar,2015,6.09,432.6,19.2,164.1,7040.7
wheat,belg,Afar,2020,14.66,1111.2,18.0,127.9,35016.9
coffee,belg,SNNPR,2019,3.38,1309.0,32.2,135.1,4686.3
sesame,belg,Tigray,2016,12.24,1627.2,18.3,71.7,12028.5
wheat,meher,SNNPR,2023,18.41,1774.1,13.6,68.3,54495.5
wheat,meher,Amhara,2021,2.09,928.5,12.8,100.3,5699.2
teff,belg,Sidama,2017,14.92,1326.0,29.7,97.8,27853.6
coffee,belg,Sidama,2021,10.7,1529.0,15.5,70.2,11565.7
maize,meher,Afar,2022,3.54,1340.9,28.8,143.2,14549.6
maize,belg,Amhara,2016,14.05,759.8,28.9,60.6,47844.4
sorghum,meher,Oromia,2015,6.27,610.6,30.7,136.1,15975.0
maize,belg,Tigray,2016,8.73,836.3,20.1,139.6,29572.7
sorghum,belg,Tigray,2024,12.0,1017.7,25.4,8.4,28075.0
chickpea,meher,Tigray,2020,7.35,683.7,21.8,159.6,10691.8
sesame,belg,Afar,2022,19.9,870.0,34.1,151.8,14846.8
maize,belg,SNNPR,2023,2.29,668.1,30.8,126.3,8520.4
coffee,meher,Sidama,2022,1.17,764.7,29.4,170.9,1492.5
sorghum,belg,Oromia,2015,13.83,1190.1,26.9,5.6,27426.3
wheat,belg,SNNPR,2024,8.07,1687.5,26.3,9.7,21864.6
maize,belg,Amhara,2022,6.22,544.1,17.3,66.3,21196.2
maize,meher,Tigray,2022,5.36,881.0,28.6,130.8,19496.5
wheat,belg,Oromia,2019,4.06,810.1,27.1,169.1,11377.4
maize,meher,Amhara,2017,3.07,1768.2,25.1,4.7,12490.3
chickpea,belg,Afar,2021,0.9,1087.8,27.3,127.0,1439.9
barley,belg,Sidama,2021,1.81,430.9,31.9,132.9,3666.4
chickpea,belg,Sidama,2018,18.18,1613.3,13.0,32.4,20923.4
chickpea,belg,Sidama,2019,9.82,1756.3,26.4,116.4,15742.3
maize,meher,Amhara,2018,3.37,499.8,27.5,2.2,12769.3
maize,belg,Sidama,2023,0.67,1620.6,13.4,184.1,2794.4
chickpea,meher,Amhara,2022,9.83,621.2,14.3,110.6,9452.8
maize,meher,Afar,2017,17.23,518.1,29.0,95.5,43781.9
maize,meher,Amhara,2021,16.88,842.6,15.6,52.5,62916.2
coffee,belg,Oromia,2018,13.6,1696.2,19.8,121.3,21505.7
sorghum,meher,Tigray,2024,19.01,1064.3,20.2,174.4,45008.6
barley,belg,Oromia,2021,12.2,926.0,24.0,140.9,24666.4
wheat,meher,SNNPR,2019,8.17,996.8,30.2,183.4,21791.2
coffee,belg,Tigray,2023,10.01,1436.1,31.0,117.9,14734.4
wheat,belg,SNNPR,2016,13.98,1762.8,23.3,123.3,49514.2
barley,belg,Sidama,2023,4.94,1690.2,18.1,47.9,11677.3
sorghum,belg,SNNPR,2018,16.6,1076.5,20.3,52.8,30318.2
wheat,belg,Amhara,2020,14.4,1129.4,15.1,92.5,41798.7
wheat,meher,Afar,2019,12.95,608.6,29.7,166.1,36718.4
chickpea,belg,Amhara,2021,9.94,706.1,24.2,107.5,15066.1
wheat,belg,Sidama,2016,5.42,1749.8,30.3,196.8,18321.5
barley,belg,Tigray,2023,11.88,715.6,24.2,39.8,21815.6
teff,belg,Afar,2022,12.11,1014.6,19.7,23.9,20592.7
teff,meher,Oromia,2019,2.6,1102.8,13.2,19.2,4499.4
sesame,meher,Oromia,2024,1.67,467.1,34.4,143.9,1209.0
sorghum,belg,Sidama,2020,16.89,527.6,23.8,63.3,37830.1
sorghum,meher,Tigray,2018,11.06,326.2,14.0,114.2,15094.8
chickpea,meher,Oromia,2018,16.98,631.5,21.5,33.1,13834.3
wheat,meher,SNNPR,2016,0.56,1306.7,20.9,172.2,1817.7
sorghum,meher,Oromia,2021,14.39,963.8,28.5,76.9,27282.5
sesame,meher,Sidama,2019,4.5,1310.0,20.9,175.0,5909.5
sesame,belg,Sidama,2018,7.77,1355.2,25.0,139.8,9670.2
sesame,meher,Tigray,2018,4.75,829.9,16.9,143.0,5107.9
chickpea,meher,Afar,2024,5.26,1346.4,21.3,160.0,8479.4
sesame,belg,SNNPR,2021,0.9,954.4,21.1,84.8,783.5
barley,belg,SNNPR,2022,3.58,628.7,24.6,103.4,7327.5
sorghum,meher,Tigray,2020,1.44,642.9,27.7,31.8,2370.8
barley,meher,Sidama,2019,9.34,739.7,31.5,55.7,14433.8
wheat,meher,Tigray,2019,3.75,400.2,31.8,124.2,6894.6
wheat,belg,Sidama,2022,18.87,1642.4,15.9,161.5,52306.2
sorghum,meher,Oromia,2016,5.75,1474.7,23.3,155.8,13616.6
wheat,meher,Sidama,2017,5.29,313.1,31.4,153.3,12345.1
teff,meher,Tigray,2017,3.76,1003.6,31.2,48.4,5255.4
barley,belg,Amhara,2022,3.92,464.8,16.2,128.0,6803.4
teff,meher,Tigray,2017,0.51,991.2,30.0,135.5,802.3
sesame,belg,Afar,2023,7.4,1208.3,28.0,149.9,9090.3
barley,belg,Amhara,2023,17.23,489.4,10.9,14.7,35568.8
maize,belg,Tigray,2021,6.34,335.8,22.2,150.1,21276.8
sorghum,belg,Afar,2017,9.27,1185.6,29.0,28.0,20404.0
wheat,meher,Amhara,2022,5.43,898.9,27.8,74.3,11892.7
sorghum,belg,Amhara,2021,19.21,668.0,13.6,128.0,45618.8
coffee,belg,Tigray,2021,2.02,740.9,30.5,110.3,2226.6
teff,belg,Oromia,2020,6.96,765.5,22.7,2.2,12389.1
barley,meher,Oromia,2023,4.76,1081.6,10.6,80.7,10512.2
chickpea,belg,Sidama,2020,6.06,376.4,22.9,24.7,4861.0
teff,meher,Amhara,2021,6.94,1371.4,28.3,127.0,14225.3
wheat,meher,Amhara,2016,12.53,713.6,15.5,8.8,31095.3
sesame,meher,Tigray,2017,8.82,1152.3,34.8,42.1,6689.4
maize,meher,Oromia,2019,14.68,1480.5,15.5,183.0,61582.5
maize,meher,Afar,2022,16.33,814.1,28.2,74.4,63971.8
chickpea,belg,Sidama,2023,11.18,1652.0,28.6,126.3,18035.2
barley,meher,Amhara,2015,8.96,708.3,33.5,60.1,16847.4
sesame,meher,Sidama,2019,16.13,686.5,30.6,111.0,13620.1
sorghum,belg,Amhara,2016,14.1,1058.8,20.3,80.0,29655.2
coffee,belg,Oromia,2018,3.67,1021.8,33.2,13.3,2727.5
sesame,belg,Tigray,2017,8.58,1767.5,18.3,74.1,12179.3
barley,meher,Tigray,2022,18.59,894.5,15.4,86.0,36671.2
wheat,belg,Amhara,2024,6.88,865.3,12.1,16.4,17793.2
teff,meher,Sidama,2021,10.11,438.5,34.3,161.6,11703.5
teff,belg,Amhara,2015,3.1,1775.6,19.2,137.1,5058.6
coffee,meher,Oromia,2017,17.91,795.2,11.0,116.6,21678.8
sorghum,meher,Tigray,2022,2.6,1190.1,25.4,105.2,6077.0
barley,meher,Oromia,2022,12.32,690.0,26.1,140.0,28927.6
barley,meher,Tigray,2020,13.47,1342.4,30.3,71.8,30730.1
barley,belg,Afar,2021,8.65,1695.7,29.9,169.4,20500.8
chickpea,meher,Afar,2017,1.22,388.1,31.9,29.5,930.1
chickpea,meher,Amhara,2016,6.01,799.1,18.0,47.9,5956.2
barley,meher,Tigray,2015,7.6,886.2,18.6,9.8,13983.8
barley,belg,Amhara,2022,9.54,1749.8,29.6,172.5,19320.6
sesame,belg,Sidama,2017,0.65,1474.8,33.9,83.2,688.7
chickpea,belg,Amhara,2015,17.74,660.0,25.1,191.4,30089.0
sesame,meher,Oromia,2020,14.37,1500.3,19.3,0.5,12194.6
chickpea,meher,Amhara,2017,6.98,1288.0,28.4,101.0,7760.4
sorghum,belg,Afar,2015,9.37,1378.7,23.7,107.8,22057.9
chickpea,meher,SNNPR,2020,0.85,1184.0,34.1,12.6,1007.9
chickpea,meher,SNNPR,2024,4.85,697.1,32.3,170.4,5722.3
sorghum,belg,Tigray,2019,0.58,643.8,15.5,164.3,1306.3
teff,meher,SNNPR,2023,16.38,1119.8,20.4,100.4,30630.4
barley,meher,Tigray,2024,4.66,1291.9,17.2,23.2,9600.2
coffee,meher,Sidama,2018,0.78,944.3,18.2,49.1,1114.0
chickpea,meher,Oromia,2017,18.66,1396.5,14.2,58.5,25442.6
sesame,meher,Afar,2017,7.55,1447.6,17.2,199.6,10935.2
maize,meher,Amhara,2016,17.13,305.0,16.0,155.7,61996.1
wheat,meher,Tigray,2020,2.87,1449.0,29.5,93.1,5590.8
maize,belg,Afar,2024,5.93,424.9,29.7,70.6,17042.9
barley,meher,Sidama,2016,19.85,543.4,18.6,104.4,40109.8
sorghum,belg,Afar,2020,1.08,1580.3,29.8,86.5,2801.6
sesame,meher,Amhara,2018,12.61,1025.1,24.7,139.5,11706.2
sorghum,belg,Sidama,2022,8.05,1263.8,15.0,8.4,16717.7
coffee,meher,Afar,2020,13.15,923.3,30.9,193.9,17147.2
chickpea,meher,Amhara,2016,12.1,1142.1,12.9,27.2,7485.9
coffee,meher,Sidama,2015,15.83,1257.1,16.2,107.4,20267.5
sesame,belg,Oromia,2016,1.57,750.3,34.1,27.4,882.0
wheat,belg,SNNPR,2021,19.64,1762.7,19.1,99.7,65639.0
barley,belg,Oromia,2015,19.63,791.6,27.8,173.9,48639.1
maize,belg,Oromia,2016,19.51,1452.0,18.0,24.7,62237.4
sorghum,meher,Amhara,2015,5.89,1562.2,23.8,108.3,17057.6
barley,belg,Oromia,2021,15.17,361.1,33.0,84.0,19537.0
coffee,belg,Afar,2015,3.17,441.5,33.6,0.8,1951.1
coffee,belg,Sidama,2016,5.65,1186.3,24.0,158.8,7889.8
maize,belg,Amhara,2017,13.15,1153.5,31.7,126.2,50581.4
wheat,meher,Afar,2023,5.15,911.9,27.0,175.0,14594.9
sorghum,belg,Sidama,2018,1.66,616.5,26.7,38.5,2790.3
sesame,belg,Sidama,2019,5.75,1224.6,32.2,141.4,6058.1
barley,belg,Oromia,2016,8.41,586.7,16.3,25.6,15542.2
maize,meher,Amhara,2015,5.0,675.0,11.2,14.4,18266.5
sesame,meher,Amhara,2019,19.21,1161.9,26.3,143.4,22037.3
maize,belg,Amhara,2022,3.32,1386.5,29.6,173.8,12234.4
coffee,belg,Tigray,2023,13.77,965.1,15.0,127.0,16693.9
sorghum,belg,Tigray,2019,9.03,678.2,20.8,31.7,20609.3
teff,belg,Sidama,2019,4.47,465.6,17.2,56.7,7180.7
chickpea,meher,Sidama,2022,7.28,1266.4,21.2,137.7,13629.2
barley,belg,Tigray,2019,3.63,630.8,32.6,3.4,5852.5
sorghum,meher,Oromia,2019,14.56,1083.0,27.2,54.4,36627.3
barley,belg,Oromia,2016,11.56,1627.2,16.0,56.6,27154.2
wheat,belg,Sidama,2015,3.41,329.4,29.2,153.9,6562.5
sesame,belg,Oromia,2022,4.27,462.7,17.7,152.8,3762.7
sorghum,belg,Afar,2024,11.52,835.3,19.5,124.9,32612.7
sorghum,belg,Oromia,2020,7.46,1438.4,23.3,98.6,15908.5
maize,meher,Sidama,2017,5.01,1599.8,15.1,82.5,19451.6
maize,meher,Afar,2023,9.1,503.6,28.5,43.7,30907.0
sesame,meher,SNNPR,2024,17.85,1639.7,12.3,184.7,24960.4
maize,meher,SNNPR,2024,10.97,1243.7,29.0,8.8,33682.7
teff,belg,Amhara,2021,17.81,450.1,22.6,45.9,21467.2
barley,meher,Tigray,2020,18.73,1430.0,23.9,32.9,38450.5
teff,belg,Amhara,2017,16.54,651.3,11.1,35.9,12174.6
sorghum,meher,Amhara,2019,9.49,1292.5,15.6,26.9,25211.9
sorghum,belg,Afar,2019,16.78,947.7,27.2,166.7,47728.7
wheat,belg,Tigray,2015,3.84,352.7,14.4,168.6,9199.1
wheat,meher,Oromia,2017,8.59,951.9,27.5,33.2,21766.9
coffee,belg,Amhara,2024,10.89,1150.9,33.8,85.0,9710.3
barley,belg,SNNPR,2024,4.68,1400.1,29.3,4.0,7638.1
sesame,belg,Tigray,2023,9.56,436.5,24.5,159.3,8984.1
maize,belg,Tigray,2024,14.39,1525.1,11.3,36.0,50849.4
sorghum,meher,Amhara,2015,10.41,1210.4,32.1,48.3,19518.4
maize,belg,SNNPR,2020,11.2,1542.2,11.1,98.1,38502.2
sorghum,meher,Amhara,2016,10.6,1237.3,11.8,144.2,20273.5
coffee,belg,Amhara,2019,19.86,806.5,10.8,2.3,13433.9
teff,meher,Afar,2015,2.13,547.4,28.6,127.4,4085.9
chickpea,meher,Tigray,2023,13.13,385.9,25.8,193.7,19490.1
teff,meher,SNNPR,2020,7.89,472.7,32.9,129.1,12080.5
maize,meher,Sidama,2024,11.03,730.8,23.1,153.6,34928.8
wheat,meher,SNNPR,2023,12.62,363.7,19.5,8.1,26906.9
teff,meher,Afar,2019,17.77,866.8,25.9,17.7,27244.5
barley,meher,Tigray,2021,11.48,653.7,13.7,53.9,20488.8
teff,belg,SNNPR,2017,15.81,863.0,11.0,142.9,30256.5
chickpea,meher,Tigray,2018,5.19,1203.2,25.4,92.0,5555.8
wheat,meher,Oromia,2015,5.72,370.5,13.1,78.3,19045.2
maize,meher,SNNPR,2019,19.26,1265.7,23.7,94.7,74402.2
sorghum,belg,Afar,2018,10.8,396.2,16.7,31.0,18160.6
maize,meher,Afar,2021,12.57,742.7,14.3,114.3,37341.4
sesame,belg,Amhara,2015,5.23,929.7,27.9,73.7,3655.1
sesame,meher,Oromia,2019,19.24,677.8,21.5,8.2,9019.7
sesame,meher,SNNPR,2020,15.27,1599.4,11.1,80.7,18617.4
sorghum,belg,SNNPR,2023,13.82,740.7,34.0,182.3,32847.8
sesame,belg,Tigray,2019,17.33,1069.5,34.0,106.1,15588.0
teff,meher,Afar,2016,7.68,1134.1,22.5,35.7,14715.6
wheat,belg,Sidama,2015,13.64,809.9,17.2,127.8,35676.8
barley,meher,Amhara,2018,4.57,1447.6,18.9,165.7,11038.4
maize,belg,Afar,2018,16.23,1508.9,12.3,142.3,66720.2
chickpea,belg,Afar,2016,11.12,1209.7,15.0,118.7,15357.2
sorghum,meher,Tigray,2020,19.99,358.8,20.2,7.0,33343.3
maize,meher,Sidama,2023,10.18,1742.6,34.8,19.1,44314.6
teff,meher,Amhara,2018,16.5,1795.9,10.7,21.3,27612.4
sesame,meher,Sidama,2017,16.83,1085.8,10.3,137.7,15280.4
chickpea,belg,Afar,2019,16.55,1194.1,34.0,181.6,28708.3
teff,meher,Tigray,2020,12.39,818.7,32.1,15.3,13244.0
barley,meher,Sidama,2019,4.9,895.5,21.9,167.6,9594.3
wheat,belg,Amhara,2017,16.39,536.5,15.4,120.4,43536.4
barley,belg,SNNPR,2021,2.0,682.7,10.9,149.2,4239.8
barley,meher,Sidama,2023,8.44,1420.7,30.7,126.1,19208.9
chickpea,belg,Tigray,2021,19.34,1415.6,23.0,19.2,23823.5
wheat,belg,Oromia,2015,18.91,1612.2,11.4,177.0,52474.2
maize,meher,Tigray,2017,13.86,409.0,33.5,42.6,46396.8
wheat,meher,SNNPR,2020,7.44,1526.1,22.7,36.7,17845.0
chickpea,belg,Sidama,2017,12.61,1775.9,30.8,58.1,17911.6
teff,meher,Amhara,2019,17.98,307.4,23.2,89.5,28299.1
chickpea,meher,Tigray,2015,4.63,1267.7,25.4,24.8,6614.0
maize,belg,Tigray,2015,12.31,371.2,19.2,112.9,37429.4
barley,meher,Oromia,2022,19.84,1174.3,14.1,151.2,34512.4
sesame,belg,Afar,2019,16.69,1262.6,29.0,149.2,17913.1
chickpea,meher,Sidama,2019,3.33,1475.3,24.5,127.4,4667.4
sorghum,meher,SNNPR,2024,2.51,331.9,22.5,61.9,3419.2
sorghum,meher,Amhara,2016,4.11,1470.5,30.5,58.9,7131.4
wheat,belg,Tigray,2024,11.42,1706.3,20.2,139.9,39877.8
sesame,meher,Tigray,2021,19.46,345.8,21.0,149.9,16942.4
barley,meher,Sidama,2024,4.8,1305.2,25.1,72.4,10375.9
wheat,meher,SNNPR,2015,18.0,1740.0,32.2,23.6,64129.4
wheat,belg,SNNPR,2015,11.21,1573.5,13.7,118.1,28459.2
sesame,belg,Oromia,2023,7.96,867.4,20.2,14.6,6836.2
sorghum,meher,Sidama,2022,16.27,447.4,30.8,176.5,36192.8
coffee,belg,Oromia,2019,16.94,1465.8,20.0,29.8,16383.9
barley,belg,Afar,2015,17.17,1548.8,14.1,150.5,47355.9
sesame,belg,Tigray,2016,19.97,475.2,34.5,77.4,11523.4
sorghum,meher,Oromia,2018,16.38,802.3,34.2,170.9,38513.1
teff,belg,Oromia,2019,12.78,409.7,28.4,10.9,16611.8
sesame,meher,Afar,2023,4.32,1173.7,21.1,82.2,4954.0
sorghum,belg,SNNPR,2015,17.97,961.0,25.0,78.1,46644.6
teff,belg,Amhara,2021,15.38,917.5,13.3,27.4,28988.8
chickpea,belg,Tigray,2015,19.65,1148.1,33.3,13.4,22386.8
barley,meher,Tigray,2023,13.66,694.2,34.3,39.7,21317.7
wheat,belg,SNNPR,2017,4.45,1673.7,20.0,93.4,13338.7
maize,belg,Oromia,2018,17.07,1648.7,14.1,20.3,59063.1
maize,meher,Tigray,2018,16.59,1769.3,17.9,93.5,62231.6
coffee,belg,Oromia,2018,4.76,411.5,26.7,59.3,3895.7
wheat,belg,Oromia,2017,17.35,741.0,11.1,163.5,47461.0
sesame,belg,SNNPR,2015,5.11,607.3,16.3,20.3,2753.1
wheat,belg,Afar,2022,13.51,555.5,14.7,2.8,30148.5
wheat,meher,Tigray,2024,10.96,573.6,25.7,52.2,29865.5
coffee,belg,Afar,2024,9.04,1436.8,31.7,46.3,9631.7
sorghum,meher,Sidama,2017,11.1,1793.9,20.2,67.7,24923.0
teff,belg,Afar,2024,11.12,1255.0,20.1,185.4,22339.2
maize,belg,Tigray,2015,8.35,1707.3,15.9,81.0,31098.4
teff,belg,Oromia,2021,11.04,426.5,31.0,36.1,13042.8
coffee,belg,Afar,2017,2.18,890.0,31.8,73.2,2181.5
chickpea,meher,Afar,2019,8.4,525.5,11.8,130.3,8069.1
wheat,meher,Sidama,2017,6.88,896.9,21.4,118.8,21969.3
barley,meher,Tigray,2024,12.37,733.2,23.7,3.2,22813.8
wheat,meher,Oromia,2020,16.07,1727.1,27.3,46.0,48458.3
barley,belg,Afar,2017,6.31,1208.4,31.2,121.9,11919.1
maize,meher,SNNPR,2020,9.31,1118.5,21.4,162.1,40550.8
chickpea,meher,SNNPR,2017,5.09,1116.0,21.2,95.5,6722.9
wheat,meher,Sidama,2022,5.86,1470.4,34.1,12.7,10813.0
chickpea,belg,Tigray,2023,3.42,1235.5,32.9,101.2,3570.6
wheat,meher,SNNPR,2023,11.75,1040.9,28.7,158.1,26526.3
teff,belg,Afar,2017,13.81,1488.6,19.2,139.1,27798.4
teff,belg,Tigray,2021,14.69,797.8,21.4,7.7,21240.6
wheat,belg,SNNPR,2019,5.4,1701.3,19.8,118.7,15287.6
sorghum,meher,SNNPR,2024,6.24,1257.5,25.8,26.6,11280.3
barley,belg,Amhara,2018,11.15,1652.3,24.3,20.6,23256.1
sesame,meher,SNNPR,2016,13.85,1674.0,14.7,152.3,17712.1
wheat,belg,Tigray,2017,19.39,557.8,33.7,44.3,27451.7
sorghum,belg,Sidama,2024,15.74,855.1,15.6,198.3,32071.2
sesame,belg,SNNPR,2015,19.06,1034.4,16.6,77.3,17196.4
coffee,meher,Sidama,2020,15.24,1459.5,17.2,52.3,20390.3
maize,meher,Oromia,2022,12.18,547.2,15.0,166.6,41777.3
coffee,meher,SNNPR,2015,2.18,846.3,19.9,17.6,1991.6
coffee,meher,Oromia,2018,14.71,849.2,32.2,163.5,18202.4
chickpea,meher,Amhara,2021,9.22,776.0,10.4,124.2,12140.4
maize,belg,Oromia,2015,15.64,566.0,19.6,105.8,50906.7
maize,belg,Sidama,2015,12.3,1552.4,28.9,1.3,39053.5
coffee,belg,Amhara,2017,18.74,1136.1,32.8,155.2,25040.2
sesame,meher,SNNPR,2024,10.38,1488.4,21.2,88.4,12095.0
chickpea,belg,Sidama,2020,19.67,1639.8,17.0,126.4,34859.7
sesame,belg,SNNPR,2024,6.12,1053.0,17.6,122.9,6576.3
sesame,belg,Oromia,2017,18.69,309.4,11.0,31.2,8343.4
barley,belg,Afar,2018,11.93,1617.6,11.8,47.3,21200.2
maize,belg,SNNPR,2016,4.56,786.0,22.0,104.4,12560.6
sesame,meher,Afar,2016,6.04,726.5,23.0,123.4,5158.4
chickpea,meher,Tigray,2018,8.75,1648.3,29.7,143.9,16051.5
barley,belg,Amhara,2015,3.03,1568.9,34.6,140.7,7468.3
maize,meher,Amhara,2023,16.25,458.8,13.3,167.3,51334.7
wheat,meher,Sidama,2017,17.63,1267.7,25.7,124.8,59819.0
maize,meher,Tigray,2019,10.05,605.9,23.8,69.0,35702.8
wheat,belg,Tigray,2023,14.27,1297.7,14.4,36.1,33373.8
barley,belg,Sidama,2019,9.93,868.4,31.6,188.4,23815.2
coffee,meher,Sidama,2016,10.46,1463.3,26.7,90.7,15272.7
maize,belg,Oromia,2023,17.45,1377.4,34.0,129.1,56087.7
wheat,meher,Tigray,2018,4.37,1480.8,28.2,185.2,10997.6
teff,belg,Amhara,2017,3.53,1732.8,32.7,42.8,4707.4
sesame,meher,Oromia,2021,16.09,1285.9,24.6,128.1,19099.7
sorghum,meher,SNNPR,2020,14.2,666.8,24.4,178.9,38851.6
sorghum,belg,Sidama,2019,5.7,483.2,28.1,92.6,11396.3
wheat,belg,SNNPR,2018,18.87,1156.6,16.5,50.8,40906.7
chickpea,meher,Amhara,2022,12.27,1571.9,24.6,0.5,14855.3
wheat,meher,SNNPR,2018,13.5,1193.8,29.0,182.1,36995.1
maize,meher,Tigray,2020,3.2,1726.9,33.6,103.8,11949.9
maize,meher,SNNPR,2021,14.72,1389.2,11.4,37.7,50854.2
teff,meher,SNNPR,2023,10.03,1516.2,27.2,93.1,14966.8
chickpea,belg,Afar,2018,14.02,1383.1,32.0,133.5,21167.8
coffee,meher,Amhara,2023,8.19,391.3,30.9,150.1,9903.4
sorghum,meher,SNNPR,2019,5.11,881.8,12.1,114.5,11050.7
coffee,meher,Tigray,2016,7.26,1607.7,33.9,174.4,8714.9
maize,meher,Amhara,2024,3.77,1690.3,33.5,149.9,12386.9
teff,meher,SNNPR,2018,9.82,1280.6,28.4,38.6,15509.4
teff,belg,Tigray,2016,4.6,1190.2,12.3,193.5,8730.9
wheat,belg,Oromia,2017,14.77,473.3,13.9,173.3,50109.2
sesame,belg,Afar,2017,1.54,1208.8,28.7,17.8,1054.9
maize,belg,Tigray,2016,3.03,571.1,13.0,144.3,7902.6
chickpea,meher,Amhara,2024,15.06,621.1,17.3,38.5,17189.7
sesame,belg,Amhara,2023,0.76,568.3,26.3,133.0,634.5
wheat,belg,Amhara,2016,2.26,334.1,24.0,79.0,6317.3
wheat,belg,Oromia,2024,13.47,1773.0,13.8,57.3,44248.8
sorghum,belg,SNNPR,2021,16.87,399.0,28.6,131.0,41901.9
sorghum,belg,Amhara,2024,10.18,325.6,12.4,193.8,23695.9
sesame,belg,Sidama,2020,11.02,881.1,29.1,26.1,8247.0
teff,belg,Oromia,2017,1.0,1785.1,33.3,84.5,1849.4
sorghum,belg,SNNPR,2015,3.74,1229.1,21.1,144.3,9929.7
maize,belg,Tigray,2024,0.94,642.3,13.2,56.3,2386.9
coffee,belg,SNNPR,2017,16.64,1326.7,26.1,44.4,15394.2
barley,meher,Amhara,2015,2.93,1224.2,32.7,81.1,4142.2
chickpea,belg,Tigray,2019,12.65,856.3,24.8,155.7,18697.6
coffee,belg,SNNPR,2021,16.95,1718.7,16.3,168.3,29887.8
chickpea,belg,Oromia,2016,1.36,389.1,13.0,156.7,1931.6
maize,meher,Amhara,2015,16.22,1405.0,20.3,46.0,51336.0
maize,belg,Amhara,2021,10.57,1116.6,22.9,162.5,40590.9
coffee,belg,Oromia,2017,12.06,1602.6,12.7,68.5,15743.2
teff,belg,Tigray,2016,5.31,992.9,15.7,15.9,8271.1
teff,belg,SNNPR,2023,19.1,1038.0,15.0,80.1,34429.6
teff,belg,Amhara,2020,10.87,1092.2,18.9,85.2,20449.3
sesame,belg,Tigray,2015,4.49,1141.9,18.3,200.0,6023.0
sesame,meher,Tigray,2019,16.85,1634.5,20.9,29.8,15504.3
coffee,meher,Sidama,2018,16.7,1349.2,21.9,6.4,21212.3
sesame,meher,SNNPR,2020,12.72,337.4,11.7,23.3,5154.5
chickpea,belg,Afar,2022,2.92,678.5,10.5,131.0,3004.2
maize,belg,Sidama,2015,6.64,1301.6,27.7,63.3,21018.3
wheat,meher,SNNPR,2024,12.37,356.8,24.7,129.3,26730.2
sesame,belg,Afar,2018,13.14,598.0,24.8,137.0,11151.3
sesame,belg,Sidama,2023,15.12,453.1,32.7,191.1,14372.2
teff,belg,Tigray,2024,5.69,649.9,14.4,64.5,9646.8
wheat,meher,Afar,2023,13.56,1192.7,24.6,182.4,45632.5
teff,meher,Afar,2019,3.72,946.2,34.7,132.1,6292.7
teff,meher,Tigray,2015,10.55,1529.7,23.5,34.3,20247.9
wheat,meher,Afar,2019,2.35,1696.3,33.4,188.7,7340.2
maize,meher,SNNPR,2024,11.65,1193.2,32.1,156.0,38905.0
maize,meher,Tigray,2015,14.75,1106.3,25.6,192.9,56589.6
teff,meher,Sidama,2021,17.94,756.2,13.5,151.6,23178.9
coffee,meher,Sidama,2022,19.46,860.7,33.3,107.8,21563.0
teff,meher,SNNPR,2023,1.41,1011.5,21.8,18.7,2630.9
sesame,meher,SNNPR,2024,8.36,1446.9,26.7,186.8,9920.8
chickpea,belg,Amhara,2024,13.57,1139.5,22.6,92.7,19832.4
chickpea,meher,SNNPR,2015,11.98,644.0,12.9,180.9,13614.7
maize,belg,Oromia,2020,8.83,1041.5,23.8,49.6,23637.5
sorghum,belg,Afar,2021,7.4,1468.5,21.5,159.6,19936.6
sesame,meher,SNNPR,2015,17.75,1689.3,27.6,56.6,18345.4
sorghum,belg,Sidama,2021,1.0,979.6,17.8,13.0,1853.4
teff,meher,Sidama,2020,2.49,513.5,34.5,71.1,3491.4
sesame,belg,Sidama,2023,2.94,1053.8,24.3,157.9,2839.9
